rak,"gewade, gewas, ongemak, rak",ondiep voor schepen gevaarlijk water
grippe,"grief, grip, grippe, grippel",gegraven lange en smalle afvoer voor water
graaf,"graaf, gracht, graft, greppel, groeve, rei, rui",gegraven kanaal
maar,"maar, mare, mark",een waterloop die de grens vormt tussen twee gebieden
sjaan,"keen, sien, sjaan",smalle ontwateringssloot
zijtak,"zijarm, zijrivier, zijtak",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
vaete,"vaat, vaete, vate, vathe","dorpsvijver,drinkvijver voor het vee en reservoir voor de brandweer"
groeve,"gat, groeve, kuil, put",gegraven waterkom
zinkval,"slonde, zinkval, zwalk","draaikolk, verslinder"
stroming,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
heideven,"heidemeer, heideplas, heideven, slat",stilstaand waterbekken in de hei
kwelsloot,,sloot waarin water dat door een dijklichaam doorgelaten wordt opgevangen kan worden
sluistocht,"sluistocht, waterlaat",poldersloot die op een sluis uitkomt
moervaart,"diep, moervaart, monde, praamgracht","gegraven kanaal in een turfwinningsgebied, ter ontwatering van het veen en als transportweg voor de afvoer van de turf"
paddenpoel,,"poel van minimaal één meter diep, bedoeld als leefgebied voor amfibieën zoals kikkers en padden"
rivierkwelgeul,,met de rivier verbonden geul voor de afvoer van kwelwater
afleidingskanaal,"afleidingskanaal, afvoerkanaal, afwateringskanaal",kanaal waardoor overtollig water wordt afgevoerd
voedingskanaal,,kanaal dat werd aangelegd om een andere waterweg van voldoende water te kunnen voorzien
opdraaiplaats,"opdraaiplaats, zwaaikom, zwaaiplaats",verbreding van een vaarwater waar lange schepen kunnen keren
achtergracht,,naar de zijde der verdedigers gelegen vestinggracht
bovenzouw,,"bovenste sloot van een vloeiweide, onderdeel van het bevloeiingssysteem"
turfkanaal,"compagnievaart, turfkanaal, turfvaart, wijk","gegraven kanaal in een turfwinningsgebied, ter ontwatering van het veen en als transportweg voor de afvoer van de turf"
stuwmeer,"stuwbekken, stuwmeer",kunstmatig meer dat ontstaan is door de aanleg van een stuwdam
treksloot,"tjamme, treksloot",een door bemaling stromende ontwateringssloot
smalheid,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
influent,,waterstroom die een systeem of een behandelingseenheid binnenkomt.
inwater,"binnenwater, inwater",niet in zee uitmondende stroom
grubbe,"gracht, grubbe, vloedgraaf",gegraven sloot om regenwater op een beek af te voeren
vaart,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
wijde,"wide, wijde",uitgeveende en door golfslag vergrote plas
put,"groeve, put",gegraven diepte om water uit te putten
kolk,"kolk, sas, schutkolk, sluiskolk, wiel",water in de sluis tussen de sluisdeuren
flaas,"flaas, fles, vlaas, vloos",gegraven drenkpoel in de duinen
gang,"gang, opvaart, watergang",gegraven stuk vaarwater van redelijke omvang waarin het water kunstmatig op een bepaald niveau gehouden wordt
eroev,,een gracht of stelsel van watergangen rond een gebied waarbinnen joden tijdens de sjabbat goederen mogen vervoeren
valput,"kolk, stroomgat, uitspoelingsgat, valput","diepe poel gelegen aan een dijk, ontstaan door een plaatselijke dijkdoorbraak"
viskuil,"keern, viskuil, weier, weijerd",aangelegde plas water waarin vissen gehouden en gekweekt worden
slochter,"slochter, slop",geul in vast ijsdek
kooiplas,"kolk, kooiplas, wed",plas als onderdeel van een eendenkooi
houtkolk,"balkengat, houtkolk",gedeelte van een vaarwater of een haven waarin men boomstammen watert
aquaduct,"aquaduct, brugkanaal, kanaalbrug",brug voor een waterloop waarbij andere verkeersstromen onder het water door worden geleid
stinksloot,"goorsloot, gorre, moddersloot, stinksloot","modderig, smerig stroompje"
reegracht,,afvoersloot tussen vochtige akkerlanden
doortocht,"doortocht, doorvaart","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
onderbeek,,beek waarin het water neerstort nadat het de watermolen is gepasseerd
bergboezem,,door kades omsloten gebied waar in geval van hoge waterstanden water in kan stromen dat tijdelijk vastgehouden kan worden
waterstroom,"stroming, stroom, waterstroom","plaats waar water stroomt, lijnvormig watervoerend object"
waterbekken,"waterbak, waterbassin, waterbekken, waterreservoir",plaats waar water bewaard kan worden
retentiepolder,"retentiebekken, retentiepolder",laaggelegen terrein langs het stroomgebied van een rivier waar bij hoogwater overtollig water tijdelijk wordt opgeslagen
achterwater,"achterslag, achterwater, molentocht",hoofdwatergang van een polder waar aan het eind een gemaal ligt
doorvaart,"doortocht, doorvaart","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
randmeer,,water rondom een polder dat als doel heeft de waterhuishouding van de polder te isoleren van het omliggende land
spaarkom,"spaarbekken, spaarkom, waterspaarbekken",bassin waarin tijdelijk een grote hoeveelheid water opgeslagen kan worden
sluiskolk,"kolk, sas, schutkolk, sluiskolk, wiel",water in de sluis tussen de sluisdeuren
zijrivier,"zijarm, zijrivier, zijtak",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
plomp,"plomp, ree, rei, sloot, slute, weidewater",smal water om of tussen weilanden dat dient voor de aan- en afvoer van water
bisse,"bisse, levada",in de bergen aangelegde lange goot voor het opvangen van drinkwater en irrigatiewater
greb,"greb, grebbe, grep, greppe, greppel",gegraven lange en smalle afvoer voor water
root,"root, ruit",het staande water waarin vlas ligt te roen
kolk,"del, kolk, rei, slat",ondiep stilstaand water
jet,"gat, jet, jit, kolkgat",gat dat door stromend met puin beladen water is uitgeslepeni in de oevers van een rivier
kuil,"gat, groeve, kuil, put",gegraven waterkom
leek,"leek, lek",ontsloten (vaar)water
loos,"loos, sidelinge, verlaat",kanaal waardoor overtollig water wordt afgevoerd
waal,"pompel, swalm, waal",waterkolk
zwet,"zwet, zwetsloot, zwette",een sloot die de grens vormt tussen twee gebieden
wade,"gewas, ondiep,voorde, wade",doorwaadbare plaats in een rivier of waterloop
vlakte,,vrij grote ondiepte op ruim water
bassin,"bassin, bekken, kom, reservoir",plaats waar water bewaard kan worden
traverse,"afwateringsgebied, stroomgebied, traverse",gebied dat op een waterloop afwatert
walsloot,"klemsloot, walsloot",kleine sloot in turfgraverij
springbron,"springbron, spuitbron, spuitter, swin, waterspuit","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
stroomgeul,"dalweg, geul, stroomgeul","verdieping van een vaarwater, ontstaan door de stroming van het water"
wapeldrenking,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
polderwatering,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
eendenschietput,"eendenput, eendenschietput",poel of plas die dient als plek voor de eendenjacht
calamiteitenberging,"calamiteitenberging, piekberging",lege ruimte die snel (onder vrij verval) en incidenteel kan worden benut om grote hoeveelheden water tijdelijk op te slaan
afwateringskanaal,"afleidingskanaal, afvoerkanaal, afwateringskanaal",kanaal waardoor overtollig water wordt afgevoerd
zoetwaterbekken,"drinkwaterbekken, zoetwaterbekken",plaats waar drinkwater bewaard kan worden
regenwaterbuffer,,opvangbassin dat bij hevige regen het teveel aan water tijdelijk opvangt en geleidelijk weer loost
hoofdwatergang,,watergang die dient voor de afvoer van water met meer dan lokaal belang
smeltwaterdalf,,beekje ontstaan door het afstromen van smeltwater
zwaaiplaats,"opdraaiplaats, zwaaikom, zwaaiplaats",verbreding van een vaarwater waar lange schepen kunnen keren
leidegrave,"leidegrave, leigraaf, leigrave","gegraven watergang, belangrijk voor de afwatering van een gebied"
drinkkuil,"dobbe, drenk, drenkplaats, drinkkolk, drinkkuil","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
grippel,"grief, grip, grippe, grippel",gegraven lange en smalle afvoer voor water
wieltje,"meerstal, meertje, peel, vijver, wieltje, wijer, zijp, zoei",meertje in de hei
laagte,"laagte, ondiep",ondiep stilstaand water
wette,"waterkuil, wed, wette, wijert","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
zijarm,"zijarm, zijrivier, zijtak",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
gaal,"gaal, ganzenkuil, ganzenorgel, quakjeswater",spartelplas voor watervogels
ven,"veengat, veenplas, veentie, ven, venneke",stilstaand waterbekken in het veen
ree,"plomp, ree, rei, sloot, slute, weidewater",smal water om of tussen weilanden dat dient voor de aan- en afvoer van water
lei,"lede, lee, lei, leie, ley","brede, ondiepe greppel (vaak) ten behoeve van de afwatering van hoger gelegen weides"
drift,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
wijer,"meerstal, meertje, peel, vijver, wieltje, wijer, zijp, zoei",meertje in de hei
gorre,"goorsloot, gorre, moddersloot, stinksloot","modderig, smerig stroompje"
strang,"ank, hank, strang",buitendijks gelegen plas of doodlopende rivierarm
stroom,"gang, stroom",bewegende massa water
kleigat,"kleigat, kleiput, leemdobbe, leemkuil, leemput, tegelslag, tichelgat, uitdelving",kleine put waaruit klei of leem gewonnen wordt
kolkgat,"gat, jet, jit, kolkgat",gat dat door stromend met puin beladen water is uitgeslepeni in de oevers van een rivier
neksloot,,sloot binnenlangs de ringdijk van een polder
drinkkolk,"dobbe, drenk, drenkplaats, drinkkolk, drinkkuil","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
vaarwater,"vaarwater, vaarweg, waterweg","het water waar een vaartuig, hoe klein ook, kan varen"
waterpoel,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
poldervaart,,vaart in het midden van een polder die wordt gevoed door diverse tochten en die naar het gemaal of de molengang loopt
waterbassin,"waterbak, waterbassin, waterbekken, waterreservoir",plaats waar water bewaard kan worden
onderzouw,,onderste sloot van een vloeiweide
zwaaikom,"opdraaiplaats, zwaaikom, zwaaiplaats",verbreding van een vaarwater waar lange schepen kunnen keren
kolksloot,"boezemsloot, kolksloot, molensloot, molenvliet",sloot in een polder die op een boezem uitkomt
cisterne,"cisterne, waterkelder",ondergrondse opslag van regenwater
wieling,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",wervel met snelle draaiing van water
zelving,,dwars op de hoofdstroom staande poldersloot of wetering
grecht,"gracht, grecht, greft, stadsgracht",gegraven kanaal in een stad
aftrek,"aftrek, bijstroom, monding, ontlasting",plaats waar een sloot of wetering in een rivier komt
were,"war, were",plaats in een waterloop waar netten of fuiken zijn uitgezet om vis en eenden te vangen
kolk,"kolk, kooiplas, wed",plas als onderdeel van een eendenkooi
neer,"neer, nering, pompel",wervel met snelle draaiing van water
feith,"fait, fehting, feit, feith","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
zoei,"meerstal, meertje, peel, vijver, wieltje, wijer, zijp, zoei",meertje in de hei
delft,"delf, delft, delte, delve, dulf, dulve","oude benaming voor vaart, kanaal, gracht, sloot"
tocht,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
mond,"mond, mude, muiden, uitmonding",plaats waar een sloot uitkomt in een ander water
nering,"neer, nering, pompel",wervel met snelle draaiing van water
gracht,"graaf, gracht, graft, greppel, groeve, rei, rui",gegraven kanaal
intocht,,sloot in een polder die op een molensloot uitkomt
sprong,"springader, springbron, sprong",waterader onder de grond als bron aangetapt
toevaart,,vaart die een kortere weg maakt dan andere vaarten
ondiepte,,klein gedeelte van het vaarwater waar de bodem hoger ligt dan elders
spoorkolk,,waterinnamepunt voor stoomlocomotieven
nevengeul,"nevengeul, streng",parallel aan de hoofdstroom van een rivier of beek lopende watergang
heidemeer,"heidemeer, heideplas, heideven, slat",stilstaand waterbekken in de hei
leemput,"kleigat, kleiput, leemdobbe, leemkuil, leemput, tegelslag, tichelgat, uitdelving",kleine put waaruit klei of leem gewonnen wordt
gasbron,,geboorde put waarin grondwater gemengd met moerasgas naar boven komt
turfput,"boerenkuil, klotput, moerput, turfput",waterplas die een overblijfsel is van kleinschalige turfwinning
tjamme,"tjamme, treksloot",een door bemaling stromende ontwateringssloot
roeibaan,,wedstrijdwater voor roeiboten
kanaalbrug,"aquaduct, brugkanaal, kanaalbrug",brug voor een waterloop waarbij andere verkeersstromen onder het water door worden geleid
kweekvijver,"kweekvijver, piscine, teeltvijver",aangelegde plas water waarin vissen gehouden en gekweekt worden
boezemsloot,"boezemsloot, kolksloot, molensloot, molenvliet",sloot in een polder die op een boezem uitkomt
afvoerkanaal,"afvoergeul, afvoerkanaal",lange en smalle afvoer voor water
inundatiekom,,"onderdeel van een inundatielinie, bestaande uit een afgerond gebied dat bij het inunderen komt blank te staan"
dwarskanaal,"dwarsdiep, dwarskanaal",water dat haaks staat op een ander water
onderstroom,,stroming onder het wateroppervlak
sprangader,"sprank, sprangader, spreng, sprengebeek",een door mensen gegraven of verlegde beek gevoed door kwelwater
poldersloot,,sloot in een polder
schutsloot,"aamsloot, hoofdsloot, schutsloot","gegraven watergang, belangrijk voor de afwatering van een gebied"
brekken,"braak, breek, brekken","diepe poel gelegen aan een dijk, ontstaan door een plaatselijke dijkdoorbraak"
wervel,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",wervel met snelle draaiing van water
monde,"monde, zijkanaal",aftakking van het diep in hoogveen-ontginningen
strang,"hank, kil, kille, strang",doodlopende geul van een rivier
spui,"lozingskanaal, spui, spuikanaal, zijl","kanaal met daarin een spuisluis, bedoeld om binnenwater te spuien"
bron,"born, borne, bron, bronwel, brunnen",plaats waar water uit de grond komt
wiel,"waai, waal, waay, wade, weel, weiert, wiel","diepe poel gelegen aan een dijk, ontstaan door een plaatselijke dijkdoorbraak"
lede,"lede, lee, lei, leie, ley","brede, ondiepe greppel (vaak) ten behoeve van de afwatering van hoger gelegen weides"
rei,"gracht, grecht, greft, rei, stadsgracht",gegraven kanaal
jit,"gat, jet, jit, kolkgat",gat dat door stromend met puin beladen water is uitgeslepeni in de oevers van een rivier
rui,"graaf, gracht, graft, greppel, groeve, rei, rui",gegraven kanaal in een stad
was,,"ven op de heide waar de schapen gewassen worden, meestal ontstaan door regenwater dat op een harde grondlaag blijft staan"
wed,"kolk, kooiplas, wed",plas als onderdeel van een eendenkooi
grift,"drecht, grift, kanaal, rinne, schiplede, vaart","gegraven stuk vaarwater van redelijke omvang, waarin het water kunstmatig op een bepaald niveau gehouden wordt"
vijver,"meerstal, meertje, peel, vijver, wieltje, wijer, zijp, zoei",meertje in de hei
gracht,"gracht, grecht, greft, stadsgracht",gegraven kanaal in een stad
opvaart,"gang, opvaart, watergang",gegraven stuk vaarwater van redelijke omvang waarin het water kunstmatig op een bepaald niveau gehouden wordt
monding,"aftrek, bijstroom, monding, ontlasting",plaats waar een sloot of wetering in een rivier komt
ongemak,"gewade, gewas, ongemak, rak",ondiep voor schepen gevaarlijk water
waterloop,,algemene benaming voor een lijnvormig watervoerend object
bermsloot,"bermsloot, sidelsloot, wegsloot",gracht als enige verkeersader
stuwbekken,"stuwbekken, stuwmeer",kunstmatig meer dat ontstaan is door de aanleg van een stuwdam
praamgracht,"diep, moervaart, monde, praamgracht","gegraven kanaal in een turfwinningsgebied, ter ontwatering van het veen en als transportweg voor de afvoer van de turf"
retentiebekken,"retentiebekken, retentiepolder",laaggelegen terrein langs het stroomgebied van een rivier waar bij hoogwater overtollig water tijdelijk wordt opgeslagen
veedrinkpoel,,gegraven poel aangelegd om vee van drinkwater te voorzien
ganzenorgel,"gaal, ganzenkuil, ganzenorgel, quakjeswater",spartelplas voor watervogels
aamsloot,"aamsloot, hoofdsloot, schutsloot","gegraven watergang, belangrijk voor de afwatering van een gebied"
watering,"watering, wateringe, wetering","gegraven watergang, belangrijk voor de afwatering van een gebied"
dulve,"delf, delft, delte, delve, dulf, dulve","oude benaming voor vaart, kanaal, gracht, sloot"
holte,"holte, kolk, sigat, zinkgat",met water gevulde uitholling in de grond
sloot,"plomp, ree, rei, sloot, slute, weidewater",smal water om of tussen weilanden dat dient voor de aan- en afvoer van water
wiek,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
sont,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
hals,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
pijp,"keel, pijp, vangpijp",smalle sloot in een eendekooi
rei,"del, kolk, rei, slat",ondiep stilstaand water
gat,"gat, groeve, kuil, put",gegraven waterkom
hank,"ank, hank, strang",buitendijks gelegen plas of doodlopende rivierarm
keen,"keen, sien, sjaan",smalle ontwateringssloot
gang,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
delte,"delf, delft, delte, delve, dulf, dulve","oude benaming voor vaart, kanaal, gracht, sloot"
water,,"algemene benaming voor beek, kanaal, rivier"
dracht,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
wijerd,"molenkolk, wijer, wijerd",voorraadbassin voor water van watermolens
muiden,"mond, mude, muiden, uitmonding",plaats waar een sloot uitkomt in een ander water
zandgat,"zandgat, zandput, zandwinput",een gegraven diepte in de bodem waaruit zand gewonnen werd
cascade,"cascade, val, waterval",water dat trapsgewijs van een hoogte naar beneden stort
vangpijp,"keel, pijp, vangpijp",smalle sloot in een eendekooi
kleinsloot,,"loodrecht op de boven- en benedensloot staande doorlopende sloot, onderdeel van het bevloeiingssysteem van een vloeiweide"
stadsvest,"singel, singelgracht, stadsvest",gegraven kanaal om een stad
aardgracht,"aardgracht, laak, leek",een waterloop die de grens vormt tussen twee gebieden
zompenvaart,,"vaart die al in de 17e eeuw werd gebruikt door zogenaamde zompen, kleine vrachtzeilscheepjes"
vestinggracht,"vest, veste, vestgracht, vestinggracht",gegraven kanaal om een vesting
zanderijvaart,,vaart aangelegd om afgegraven zand te transporteren
achterslag,"achterslag, achterwater, molentocht",hoofdwatergang van een polder waar aan het eind een gemaal ligt
havenkolk,"havenkolk, havenkom, kom","verbreding van het vaarwater, dat als haven gebruikt wordt"
schiplede,"drecht, grift, kanaal, rinne, schiplede, vaart","gegraven stuk vaarwater van redelijke omvang, waarin het water kunstmatig op een bepaald niveau gehouden wordt"
goorsloot,"goorsloot, gorre, moddersloot, stinksloot","modderig, smerig stroompje"
venneke,"veengat, veenplas, veentie, ven, venneke",stilstaand waterbekken in het veen
welsloot,,sloot waarin moerasgas of warm water opborrelt
zandput,"zandgat, zandput, zandwinput",een gegraven diepte in de bodem waaruit zand gewonnen werd
leigraaf,"leidegrave, leigraaf, leigrave","gegraven watergang, belangrijk voor de afwatering van een gebied"
dijkput,"baggergat, baggerput, dijkput",door baggeren ontstane waterpoel
wieke,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
inwijk,"inwijk, krukvaart, wiek, wieke, wijk",zijkanaal van het hoofddiep in het veenkoloniale landschap
wadi,,"rivierbedding of waterberging in een droog gebied, die alleen na regenval volstroomt"
wiel,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",wervel met snelle draaiing van water
vore,"groef, groep, ril, voor, vore",gegraven lange en smalle afvoer voor water
eng,"eng, enge, engte","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
fles,"flaas, fles, vlaas, vloos",gegraven drenkpoel in de duinen
sien,"keen, sien, sjaan",smalle ontwateringssloot
zeeg,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
zeek,"polderwatering, tocht, tochtsloot, trekker, vaart, zeeg, zeek",verbindingssloot tussen de poldersloten en de poldervaart
fossé,"fossé, kasteelgracht, slotgracht","diepe, brede gracht die een kasteel of gebouw omringt"
weier,"keern, viskuil, weier, weijerd",aangelegde plas water waarin vissen gehouden en gekweekt worden