laak,"laak, zoel",moerassige poel of meer
schuitengat,"doorbraakgeul, glop, schuitengat",getijdegeul die vanuit zee door een gat in de duinen naar binnen stroomt 
kortsluitgeul,,"de ondiepste vorm van een geul, vormt de verbinding tussen de ebschaar en de vloedschaar"
driftstroom,"afdrijving, drift, driftstroom, winddrift, wraak",een stroom die veroorzaakt wordt door wind dat het water meesleept
estuarium,"delta, estuarium, rivierdelta, riviermond",trechtervormige monding van een rivier ontstaan door afzetting van sediment
zoutmeer,"etang, haf, kustmeer, lagoen, lagune, strandmeer, zoutmeer",door een schoorwal geheel of gedeeltelijk afgesloten deel van de zee
zinkval,"slonde, zinkval, zwalk","draaikolk, verslinder"
laagte,"laagte, ondiep",ondiep stilstaand water
wervel,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",
kreek,"els,drecht, geul, kil, kreek",inham van de zee met eb- en vloedstroom
fluve,"amne, flume, fluvie, rivier, stroom",natuurlijke waterstroom die uitmondt in zee
bron,"bron, brongebied",gebied van herkomst van een rivier
zijg,"siek, sik, zijg",waterstroompje
rijt,,uitwatering van een stroom of kanaal in zee
drift,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
streng,"loopje, streng",klein natuurlijk watertje
voorde,"gewas, ondiep,voorde, wade",doorwaadbare plaats in een rivier of waterloop
wieling,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",
boezem,"boezem, maalboezem","meer, kanaal of rivier waar overtollig polderwater op wordt geloosd"
zeegeul,,geul in zee
giesser,"conduit, fontein, giesser, girande, quicborne","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
aber,"aber, gamb, gent, geurt",samenloop van wateren
vlije,"vlie, vlij, vlije",geul waardoor eb of vloed stroomt
sik,"siek, sik, zijg",waterstroompje
val,"abisgronde, slond,val, zinkval, zwalk",diepe geul in kustwater
zwalk,"abisgronde, slond,val, zinkval, zwalk",diepe geul in kustwater
dusse,"dusse, dwaninge",watertje
lagune,"etang, haf, kustmeer, lagoen, lagune, strandmeer, zoutmeer",door een schoorwal geheel of gedeeltelijk afgesloten deel van de zee
torrent,"sinnebeek, stortbeek, torrent","bergbeek met heftig bruisend, turbulent water"
spijssloot,,"aanvoersloot voor een vloeiwijde, een stuk grond dat periodiek wordt bevloeid"
doodijsgat,"doodijsgat, doodijskom, doodijskuil",gat ontstaan doordat een aktieve gletsjer zich terugtrekt en brokken ijs achterlaat die een depressie vormen
opsiedinge,"bobbel, opbullinge, oprispe, opsiedinge, ril",plaats waar water uit de grond komt
houtwalbeek,"houtwalbeek, rietbeek, rozep",bosbeek waarvan nog slechts een smalle oeverstrook met opgroeiend hout resteert
samenstroming,"confluentie, samenloop, samenstroming, samenvloeiing",plaats waar twee rivieren bij elkaar komen en gezamenlijk hun loop voortzetten
doorbraakgeul,"doorbraakgeul, glop, schuitengat",getijdegeul die vanuit zee door een gat in de duinen naar binnen stroomt 
draaistroom,"draaikolk, draaistroom, konkel",wervel met snelle draaiing van water
zandkreek,,"zandige, ondiepe kreek"
pingoven,,"overblijfselen van vorstheuvels, ontstaan uit ijslenzen, te herkennen aan een opvallende ronde vorm"
stroom,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
zeetak,"stranke, strant, zeetak",plaats waar een zee of meer het land in komt
slonde,"slonde, zinkval, zwalk","draaikolk, verslinder"
wraak,"afdrijving, drift, driftstroom, winddrift, wraak",een stroom die veroorzaakt wordt door wind dat het water meesleept
zwern,"zwem, zwern, zwin",waterplas op het strand bij laag tij
geurt,"aber, gamb, gent, geurt",samenloop van wateren
loop,,"verkorting van 'waterloop', de boven- midden- en onderloop van een rivier"
run,"rien, rijn, run, runde",waterstroompje
del,"del, kolk, rei, slat",ondiep stilstaand water
ij,"aa, aa, aar, ae, die, e, ee, ie, ij",oude benaming voor een natuurlijke waterloop
lo,,"buitendijks water, veelal een kil of kreek in buitengronden, soms ook waterloop"
rel,"mui, rel, ril, suatiegeul",watergang op of nabij het strand of op een kwelder waardoor water wegstroomt bij eb
trog,"kil, slenk, trog, zeebekken","dalvormig bekken in oceanen, meestal evenwijdig lopend aan de kust of een eilandreeks"
spui,"sloe, slofter, slufter, sluuf, spui",getijdegeul die vanuit zee door een gat in de duinen naar binnen stroomt 
sont,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
wette,"waterkuil, wed, wette, wijert","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
straat,"pas, passage, straat, zee-engte, zeestraat",smalle doorgang tussen twee zeeën
pompel,"pompel, swalm, waal",waterkolk
straamp,,plaats waar een beek zich splitst
vaarweg,"vaarwater, vaarweg, waterweg","het water waar een vaartuig, hoe klein ook, kan varen"
waterrem,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
muistroom,,stroming in het water nabij de kust die zeewaarts gericht is
nevenspoor,"arm, nevenspoor, rivierarm",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
zwervelinge,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",
bekkespring,"beekbron, bekkespring, born, kwik",plaats waar een beek ontspringt
veenstroom,,natuurlijke waterloop in een veengebied
fivelstroom,"fivelstroom, oceaan, wereldzee",zee tussen werelddelen
lieskemeer,"lieskemeer, scheld, scheldmeer, schildmeer",ondiepe waterplas
riviertak,"raai, riviertak, tak, vertakking",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
fontein,"conduit, fontein, giesser, girande, quicborne","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
kanjel,"kandel, kanjel",waterloopje
liman,,meer dat gevormd is aan de monding van een rivier waar de stroom is geblokkeerd door een ophoping van sediment
nauw,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
sijpe,"sieb, siepsloot, sijpe, ziep, zijp, zijpe",kleine waterloop voor afstromend water
keer,"bad, cadier, keer, therme",plaats met warm thermisch water
rei,"del, kolk, rei, slat",ondiep stilstaand water
vork,"bifurcatie, splitsing, vork",plaats waar een beek of rivier zich splitst
poel,"most, plas, plomp, poel",ondiep stilstaand water
sluuf,"sloe, slofter, slufter, sluuf, spui",getijdegeul die vanuit zee door een gat in de duinen naar binnen stroomt 
inham,"baai, bocht, golf, inham, schoot, wijk, wijkje",inham van de zee in het land
dalweg,"dalweg, geul, stroomgeul","verdieping van een vaarwater, ontstaan door de stroming van het water"
gewas,"gewade, gewas, ongemak, rak",ondiep voor schepen gevaarlijk water
bobbel,"bobbel, opbullinge, oprispe, opsiedinge, ril",plaats waar water uit de grond komt
cadier,"bad, cadier, keer, therme",plaats met warm thermisch water
dracht,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
bronwel,"born, borne, bron, bronwel, brunnen",plaats waar water uit de grond komt
fonteintje,,opwelmeertje in het hoogveen
rivierbocht,"han, kemmel, kromte, meander, rivierbocht",bocht of kromming in een rivier of andere waterloop
binnenwater,"binnenwater, inwater",niet in zee uitmondende stroom
modderbeek,"modderbeek, hunze","modderige, smerige beek"
hoofdrivier,"hoofdrivier, hoofdstroom","het gedeelte van een rivier waarin alle zijrivieren uitmonden en dat uiteindelijk uitmondt in een oceaan, zee of meer"
springbron,"springbron, spuitbron, spuiter, swin, waterspuit","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
zeestrang,"strang, zeestrang, zwin",kleine zee-arm
spuitbron,"springbron, spuitbron, spuiter, swin, waterspuit","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
passage,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
conduit,"conduit, fontein, giesser, girande, quicborne","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
ijsgeul,"ijsdoorgang, ijsgeul",voor scheepvaart begaanbare geul in door ijs bedekt water
streng,"nevengeul, streng",parallel aan de hoofdstroom van een rivier of beek lopende watergang
gewas,"gewas, ondiep,voorde, wade",doorwaadbare plaats in een rivier of waterloop
strant,"stranke, strant, zeetak",plaats waar een zee of meer het land in komt
swalm,"pompel, swalm, waal",waterkolk
hunze,"modderbeek, hunze","modderige, smerige beek"
wade,"gewas, ondiep,voorde, wade",doorwaadbare plaats in een rivier of waterloop
drait,"dracht, drait, drecht, drift",vrij stromend stuk water van redelijke omvang
drift,"afdrijving, drift, driftstroom, winddrift, wraak",een stroom die veroorzaakt wordt door wind dat het water meesleept
haf,"etang, haf, kustmeer, lagoen, lagune, strandmeer, zoutmeer",door een schoorwal geheel of gedeeltelijk afgesloten deel van de zee
ank,"ank, hank, strang",buitendijks gelegen plas of doodlopende rivierarm
kil,,diep natuurlijk water
rak,"gewade, gewas, ongemak, rak",ondiep voor schepen gevaarlijk water
bron,"born, borne, bron, bronwel, brunnen",plaats waar water uit de grond komt
gantel,"gantel, gein, gene, genne, keen, keene",oude aanduiding voor een geul met stromend water
waver,"waver, weiver, worm",waaierend (wuivend) kronkelend stroompje
drift,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
mui,"maalstroom, mallemolen, mui","draaikolk, verslinder"
kom,"ketel, kom, pot, trog",min of meer ronde inzinking in de bodem die met water is gevuld
diep,"mui, diep, trekgat",snelle stroom water die loodrecht op de kust staat 
schoer,"schaar, schar, schoer, slenk",geul waardoor eb of vloed stroomt
kandel,"kandel, kanjel",waterloopje
stroming,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
bronpoel,"bron, bronkop, bronpoel, bronwel",begin van een rivier of beek waar het water uit de grond opwelt
nervelzee,"binnenzee, nervelzee",zee die (vrijwel) geheel door land is omgeven
buitenwater,,"water van de grote rivieren (rijn, maas, ijssel), het ijsselmeer, het markermeer en de zee"
modderpoel,"modderplas, modderpoel, soot, stinkkolk",plas stilstaand troebel water
waterstroom,"stroming, stroom, waterstroom","plaats waar water stroomt, lijnvormig watervoerend object"
riviermonding,"mond, monding, riviermond, riviermonding",plaats waar een rivier uitkomt in zee of meer
laaglandbeek,,"regenbeek zonder bron, maar met een groot oorspronggebied"
kuststrange,"brandingstrog, kuststrange, stranke, zwin",diepere deel van de zee tussen twee strandbanken
modderplas,"modderplas, modderpoel, soot, stinkkolk",plas stilstaand troebel water
wereldzee,"fivelstroom, oceaan, wereldzee",zee tussen werelddelen
duinbeek,"duinbeek, rel, streng",beekje dat in de buurt van de binnenduinrand ontspringt en naar het achterliggende polderland wegstroomt
souze,"soeze, souze, spreng, spring, sprunk",plaats waar een beek ontspringt
gang,"drift, gang, stroom, stroming","de beweging van een hoeveelheid water ten opzichte van het omringende water, land of onderliggende grond"
baai,"baai, bocht, golf, inham, schoot, wijk, wijkje",inham van de zee in het land
zijpe,"sieb, siepsloot, sijpe, ziep, zijp, zijpe",kleine waterloop voor afstromend water
eme,"eem, eme","natuurlijke waterloop, stroom, rivier"
val,"cascade, val, waterval",water dat trapsgewijs van een hoogte naar beneden stort
els,"els, drecht, geul, kil, kreek",inham van de zee met eb- en vloedstroom
kil,"els,drecht, geul, kil, kreek",inham van de zee met eb- en vloedstroom
e,"aa, aa, aar, ae, die, e, ee, ie, ij",oude benaming voor een natuurlijke waterloop
vlie,"vlie, vlij, vlije",geul waardoor eb of vloed stroomt
zee,,deel van de aarde dat met zout water is bedekt
bad,"bad, cadier, keer, therme",plaats met warm thermisch water
gang,"gang, stroom",bewegende massa water
heul,,overdekte waterloop
rivier,"amne, flume, fluvie, rivier, stroom",natuurlijke waterstroom die uitmondt in zee
gamb,"aber, gamb, gent, geurt",samenloop van wateren
amne,"amne, flume, fluvie, rivier, stroom",natuurlijke waterstroom die uitmondt in zee
mond,"mond, monding, riviermond, riviermonding",plaats waar een rivier uitkomt in zee of meer
loopje,"loopje, streng",klein natuurlijk watertje
ondiep,"gewas, ondiep,voorde, wade",doorwaadbare plaats in een rivier of waterloop
nauwte,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
drinkkuil,"dobbe, drenk, drenkplaats, drinkkolk, drinkkuil","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
stinkkolk,"modderplas, modderpoel, soot, stinkkolk",plas stilstaand troebel water
vloedgeul,"vloedgeul, vloedschaar",getijgeul die open ligt voor de vloed en aan het uiteinde een drempel heeft
nevengeul,"nevengeul, streng",parallel aan de hoofdstroom van een rivier of beek lopende watergang
zwembassin,"zwem, zwern, zwin",waterplas op het strand bij laag tij
doorvaart,"doortocht, doorvaart","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
rietbeek,"houtwalbeek, rietbeek, rozep",bosbeek waarvan nog slechts een smalle oeverstrook met opgroeiend hout resteert
pompel,"neer, nering, pompel",wervel met snelle draaiing van water
ketel,"ketel, kom, pot, trog",min of meer ronde inzinking in de bodem die met water is gevuld
slenk,"kil, slenk, trog, zeebekken","dalvormig bekken in oceanen, meestal evenwijdig lopend aan de kust of een eilandreeks"
loop,,de weg die water in stroomafwaartse richting volgt
leek,"leek, lek",ontsloten (vaar)water
ras,"ras, wieling",draaikolk in estuarium
vlij,"vlie, vlij, vlije",geul waardoor eb of vloed stroomt
plas,"most, plas, plomp, poel",ondiep stilstaand water
slond,"abisgronde, slond,val, zinkval, zwalk",diepe geul in kustwater
smalte,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
stroom,"stroming, stroom, waterstroom","plaats waar water stroomt, lijnvormig watervoerend object"
beekbron,"beekbron, bekkespring, born, kwik",plaats waar een beek ontspringt
bergmeer,,hooggelegen meer in de bergen
suatiegeul,"mui, rel, ril, suatiegeul",watergang op of nabij het strand of op een kwelder waardoor water wegstroomt bij eb
zuipersgat,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
wijkplaats,"wijkplaats, wik",kleine baai
wijkplaats,,bocht waarin een rivier zich verbreedt
draaikolk,"draaikolk, draaistroom, konkel",wervel met snelle draaiing van water
oceaan,"fivelstroom, oceaan, wereldzee",zee tussen werelddelen
invaart,"ingang, invaart","doorvaart die toegang geeft tot een min of meer afgesloten gebied, zoals een haven, een sluis, een meer"
konkel,"draaikolk, draaistroom, konkel",wervel met snelle draaiing van water
drecht,"els, drecht, geul, kil, kreek",inham van de zee met eb- en vloedstroom
sprink,,watering met stromend water
wijkje,"baai, bocht, golf, inham, schoot, wijk, wijkje",inham van de zee in het land
beek,"beek, laak, lede, vleit",natuurlijke afwatering in moerassig terrein
trog,"ketel, kom, pot, trog",min of meer ronde inzinking in de bodem die met water is gevuld
reit,"reit, riet, rijd, rijt",kleine waterloop
rien,"rien, rijn, run, runde",waterstroompje
lek,"laak, lek, leek",beekje
oar,"oar, oir, oorsprong",begin van een rivier of beek
soot,"modderplas, modderpoel, soot, stinkkolk",plas stilstaand troebel water
keer,,wending in een waterloop
gein,"gantel, gein, gene, genne, keen, keene",oude aanduiding voor een geul met stromend water
geul,"els,drecht, geul, kil, kreek",inham van de zee met eb- en vloedstroom
waag,"moeraspoel, waag",plek met stilstaand water
zelling,,ondiep stuk van een rivier
schoot,"baai, bocht, golf, inham, schoot, wijk, wijkje",inham van de zee in het land
ingang,"ingang, invaart","doorvaart die toegang geeft tot een min of meer afgesloten gebied, zoals een haven, een sluis, een meer"
stranke,"brandingstrog, kuststrange, stranke, zwin",diepere deel van de zee tussen twee strandbanken
doorvaart,,benaming van een bepaalde vaarroute
waterpoel,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
vertakking,"raai, riviertak, tak, vertakking",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
strandmeer,"etang, haf, kustmeer, lagoen, lagune, strandmeer, zoutmeer",door een schoorwal geheel of gedeeltelijk afgesloten deel van de zee
bovenrivier,,deel van een rivier waar eb en vloed niet meer waarneembaar zijn
middenloop,,gedeelte van de rivier tussen bovenloop en benedenloop
benedenloop,,"vanaf de bron gezien het laatste gedeelte van een rivier, waar deze zich sterk verbreedt"
waterwervel,"wervel, waterwervel, wiel, wieling, wolf, zwervelinge",
doodijskuil,"doodijsgat, doodijskom, doodijskuil",gat ontstaan doordat een aktieve gletsjer zich terugtrekt en brokken ijs achterlaat die een depressie vormen
dwaninge,"dusse, dwaninge",watertje
spreng,"soeze, souze, spreng, spring, sprunk",plaats waar een beek ontspringt
lagoen,"etang, haf, kustmeer, lagoen, lagune, strandmeer, zoutmeer",door een schoorwal geheel of gedeeltelijk afgesloten deel van de zee
runde,"rien, rijn, run, runde",waterstroompje
leek,"laak, lek, leek",beekje
sieb,"sieb, siepsloot, sijpe, ziep, zijp, zijpe",kleine waterloop voor afstromend water
riet,"reit, riet, rijd, rijt",kleine waterloop
priel,"priel, spriel, zwin",smalle (bevaarbare) geul op het wad
slinge,"krenze, slinge",kringelig' watertje
sprank,"sprank, uitloop, uitsprong",uit de grond ontspringend water
fehting,"fait, fehting, feit, feith","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
visgeul,,"diepe gedeeltes tussen droogvallende gronden, waar zich veel vis bevindt"
afgrond,"abisgronde, afgrond","draaikolk, verslinder"
waterader,"ader, sprang, sprank, spreng, sprengebeek, waterader",ondergrondse waterstroom
waterbron,"ader, put, waterbron",plaats waar water uit de grond komt
ringdobbe,"hollestelle, ringdobbe",komvormige poel in schor met zoet regenwater voor het drenken van vee
schelfmeer,"lieskemeer, scheld, scheldmeer, schildmeer",ondiepe waterplas
ijsdoorgang,"ijsdoorgang, ijsgeul",voor scheepvaart begaanbare geul in door ijs bedekt water
overloopgeul,"crevasse, doorbraakgeul, overloopgeul",doorbraak bij hoogwater door de oeverwal van een rivier
riviersplitsing,,plaats waar een rivier zich splitst
gletsjerrivier,"gletsjerrivier, smeltwaterrivier",rivier die door smeltwater van gletsjers wordt gevoed
quicborne,"conduit, fontein, giesser, girande, quicborne","natuurlijke of kunstmatige installatie die water spuit, afhankelijk van de druk door de toevoer van de vloeistof"
smalheid,"smalheid, smalte, sont","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
ongemak,"gewade, gewas, ongemak, rak",ondiep voor schepen gevaarlijk water
ondiepte,,klein gedeelte van het vaarwater waar de bodem hoger ligt dan elders
vaargat,"gat, vaargat",de nauwe opening of doorgang tussen twee meren of zeeën
nering,"neer, nering, pompel",wervel met snelle draaiing van water
sprank,"sprank, sprant",tak van een smalle waterloop
keene,"gantel, gein, gene, genne, keen, keene",oude aanduiding voor een geul met stromend water
born,"born, borne, bron, bronwel, brunnen",plaats waar water uit de grond komt
laak,"laak, lek, leek",beekje
hank,"hank, kil, kille, strang",doodlopende geul van een rivier
feit,"fait, fehting, feit, feith","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
oir,"oar, oir, oorsprong",begin van een rivier of beek
rijn,"rien, rijn, run, runde",waterstroompje
pelt,"pel, pelt, pollert, stomp,","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
vliet,,stroompje of beekje met natuurlijk stromend water
welgat,"kwel, wel, welgat, welle",plaats waar water uit de grond komt
trekgat,"mui, diep, trekgat",snelle stroom water die loodrecht op de kust staat 
duinplas,,tussen de duinen gelegen plas
stortbeek,"sinnebeek, stortbeek, torrent","bergbeek met heftig bruisend, turbulent water"
zeeboezem,,gebied waar land is weggeslagen of overstroomd door een stormvloed
getijdenrivier,"getijdenrivier, getijrivier, tijrivier",rivier of monding van een rivier waarvan de waterhuishouding onder invloed staat van de getijden
wapeldrenking,"wapeldrenking, waterplas, waterpoel, waterrem, zuipersgat",ondiep stilstaand water
onderstroom,,stroming diep in het water
moeraspoel,"moeraspoel, waag",plek met stilstaand water
binnenzee,"binnenzee, nervelzee",zee die (vrijwel) geheel door land is omgeven
waterkeel,"hals, nauw, nauwte, passage, waterkeel","plaatselijke versmalling van het vaarwater of een doorgang naar groot vaarwater, een meer o.i.d."
rivierarm,"arm, nevenspoor, rivierarm",deel van een rivier dat zijn water uit de hoofdrivier ontvangt
dobbe,"dobbe, drenk, drenkplaats, drinkkolk, drinkkuil","natuurlijke of gegraven poel zonder aan- of afvoer, gebruikt voor drink- of bluswater of drinkplaats voor het vee"
schar,"schaar, schar, schoer, slenk",geul waardoor eb of vloed stroomt
fluvie,"amne, flume, fluvie, rivier, stroom",natuurlijke waterstroom die uitmondt in zee
braas,"arm, braas",armvormig uitsteeksel van zee in of tussen land
waal,"pompel, swalm, waal",waterkolk
slenk,"schaar, schar, schoer, slenk",geul waardoor eb of vloed stroomt
kille,"hank, kil, kille, strang",doodlopende geul van een rivier
slop,"slochter, slop",geul in vast ijsdek
pas,"pas, passage, straat, zee-engte, zeestraat",smalle doorgang tussen twee zeeën
die,"aa, aa, aar, ae, die, e, ee, ie, ij",oude benaming voor een natuurlijke waterloop
ril,"bobbel, opbullinge, oprispe, opsiedinge, ril",plaats waar water uit de grond komt
laak,"laak, zoel",moerassige poel of meer
keen,"gantel, gein, gene, genne, keen, keene",oude aanduiding voor een geul met stromend water